X,Y
-31.80466405929686,-60.28588601693778
-24.9264957126081,-38.09331343704498
-24.017874855526657,-46.902729092440524
-22.440751763469024,-38.96436873475545
-21.76941962554053,-41.10275374980859
-21.670694252574314,-44.336353771427085
-19.267287947903785,-23.820343966790965
-18.462609358782252,-16.67537943612832
-18.336446769383407,-21.518303316712036
-17.953664350502642,-30.82733220095447
-17.529075176172363,-11.964290697457765
-17.10410471596944,-18.756237942373094
-16.785518980844824,-42.90213074876238
-15.938903351607095,-32.72436595081297
-15.543495638432248,-18.521757117324285
-15.162189814230526,-32.226870537423544
-15.010179722977073,-24.866353182263335
-14.875579762623563,-27.562524771585416
-14.020653731587288,-8.625956024113
-13.90841376937302,-42.19497989600198
-13.037011422172567,-11.805443074620502
-13.00308458964016,-32.82461195167018
-12.564862030394362,-13.144949930544232
-12.36626483730305,-31.904626917062558
-12.272742271919046,-22.947348576990944
-11.88345568041436,-35.717496582624435
-11.698864440184533,-33.06671063828767
-11.392042082844503,5.5623030479132325
-11.184295393721788,7.798271392652843
-10.778217419646232,-24.603689620061314
-10.53183648684884,-3.067938222893762
-10.428751111755997,-21.76432478097867
-10.186089575905065,-1.414267247097694
-9.950803791877334,-22.166547439958283
-9.60303556276248,-10.278085835078805
-9.364046860171998,-20.281595132389818
-9.162638455233004,-24.754465711243995
-9.015667112186149,-14.272557251628013
-8.987556610505056,-33.93625517611992
-8.7214314741887,-2.6000595623213485
-8.019425439245856,-10.68790578867839
-8.000317494242339,-1.4342977559772159
-7.714527770481965,-17.320894897367282
-7.590640376162491,-12.67948466361854
-7.3633960429434095,-11.976174019857464
-7.329806324388075,-1.7263143156459524
-7.313740541339715,0.2671140373387626
-7.226462955966508,-16.785154487264236
-7.05250070914172,-15.336007574039394
-6.789419281364192,-17.90061984512601
-6.7725971469216955,0.19722053315192234
-6.768937478660016,-16.869608346144787
-6.480177556590544,-32.650140436966474
-6.171137555759191,1.8184543820592554
-5.972662327902257,9.439101945500049
-5.9632765917796196,-37.61379022822947
-5.682696622689035,-9.434000434309832
-5.560225279192555,-10.763023624973592
-5.428620543907268,-11.461620408344125
-5.2414151317243665,-17.20810314698305
-5.003217510442042,-10.785750884981447
-4.622596688465826,-16.524492977971118
-4.5657301960098025,-7.089758897620502
-4.540618066422647,-13.85452287057686
-4.422769611653848,-2.2084442785033156
-4.29664467668725,1.2455409895538265
-4.147447680506251,9.54544037416589
-4.100759981401941,5.908620772946701
-3.635591470678297,-2.088322641349328
-3.589227849058295,-25.648420630360413
-3.5602185552212644,4.446946727596049
-3.33375846926167,-14.06644634268265
-3.3143192848121528,-9.899655138764487
-3.0922097960689587,9.184220880322314
-3.009744461023734,-5.07380933342066
-2.9125410500460887,5.634667742154103
-2.83613671959107,-9.95553046707139
-2.64967868051029,1.4381628583505268
-2.592759703357623,8.79857288527119
-2.460586349752511,-2.281193515719833
-2.3749929903688973,1.507043181447032
-2.3720578846422145,-12.806122522013982
-2.3474059704579955,10.269216694462749
-2.178412553569592,14.485942040367487
-2.063035109216627,7.0045615140136785
-2.017644888131168,-32.97548636790929
-1.9717900269887088,3.9433202438107005
-1.9488101047103643,9.870177438442681
-1.9405684909570646,-6.153470007604733
-1.7645625879782336,6.976906563271241
-1.5255417759039382,9.865800101548764
-1.3098244524075189,-0.323588866297134
-1.2506473765947788,23.97882754417811
-1.1708833089225061,-0.6303568821218868
-1.0575994266078501,-10.157436917207281
-1.053397507042594,8.92176519694727
-1.0014102131759497,-4.3988674521391395
-0.992509522338487,-11.122871614936473
-0.9753969497497421,-4.026320776125933
-0.8879166127047083,13.349912529057162
-0.4067902360460088,9.648275567541981
-0.3328251653559927,9.091401959614192
-0.26042317779439583,7.066618652983805
-0.16196492332211102,-2.570044137178571
-0.11114387438819269,-5.050633759594202
-0.0037801347866178122,-3.747804758239983
-0.0017523219658342236,-0.08313735013858592
0.42989904754879216,0.2843367791895979
0.6719275179120368,16.575847693679425
0.8881454512081821,27.6012703490842
0.9481032708406912,6.84866906068883
1.0364476203038768,-4.184649850534268
1.7063233151749866,11.885042767579492
1.9770706877208295,10.78461238140282
2.180790586217214,-9.197327448335365
2.2535960212958823,-12.013860875187982
2.4473184391022933,11.566150981205842
3.016802203328802,18.824751124228413
3.1126602016348928,6.933655046502097
3.146224187550213,-7.383670783064437
3.3871996131232427,13.156640317121479
3.4607952299374034,5.4866528625456965
3.5541780009697566,-1.4611919551977675
3.568706763099734,20.94914416054444
3.637313670756134,2.5176761679917163
3.650610415769942,11.952507791933787
3.943220872724079,-0.6650607138059392
3.989815013968801,16.567828570906844
4.063147919616971,11.74377382037683
4.092509291908587,10.48344363212745
4.192022943156256,9.094548601667876
4.3381019725008665,16.746230804335216
4.368989032916486,18.33395417252519
4.36994781521113,11.818246406979473
4.952225725037981,2.0522010556229713
5.020548892943872,8.816348081924266
5.110825258875779,10.482012103278723
5.166079815047885,23.834908292473656
5.45180200189742,11.778441414092107
5.554907634331068,22.71683215764265
5.690063768973892,19.785417017583228
5.964692489591585,12.018663811171342
6.138475911769667,24.48539203003706
6.4550885627305,40.564445362037475
6.537723231400606,13.234669393116395
6.637439045135537,0.2812435543845524
6.882142115960289,18.942087471040864
6.987399940085474,16.26668710819115
7.11420403187815,35.79155562998156
7.493107975654101,9.664759308272311
7.72038168457331,6.085786500738395
7.765752561067884,21.10254473499582
7.852443976743166,20.88424169410655
8.394764355956742,18.665204242812976
8.500652707883923,18.236647039529693
8.50304737991568,19.441348556568347
8.639910353104343,8.20682580020087
8.643243131883786,7.132941905297008
9.0468303404941,12.786569290957008
9.185165480243766,10.84193331326398
9.463466854403013,33.144866833767445
9.880587179573523,23.853892039413036
10.076380165306404,21.112598254739147
10.142781959926994,11.937201672064075
10.177905164590948,9.693757314224557
10.17927033905534,25.246864729008433
10.457681584280284,42.482069790166406
10.578876671703025,40.85235304533992
10.608457263218899,22.206536141511382
10.805918856472017,24.850401281156696
11.030034945515915,29.473519937640013
11.39917412600538,28.534142986003584
11.76103509538759,31.61773989276668
11.86966327938104,10.16102597959232
13.320410770758773,36.969060886382586
13.343184766389918,24.240922324505114
13.706359707745484,12.29776973448924
13.768935434826549,17.659873336824084
14.339042220949311,23.94206473101179
14.370800886393267,34.03016070120306
14.397325324387255,27.946099195638254
